reg;week;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
52;2020-S35;76;91;171;240818;255197;19;496015
52;2020-S35;139;174;313;197010;200630;29;397640
52;2020-S35;69;95;164;231204;224885;39;456089
52;2020-S35;72;68;140;243874;243418;49;487292
52;2020-S35;61;57;118;244100;239116;59;483216
52;2020-S35;21;26;47;241796;221345;69;463141
52;2020-S35;18;19;37;177805;149903;79;327708
52;2020-S35;8;3;11;119561;75822;89;195383
52;2020-S35;3;1;4;42559;15260;90;57819
52;2020-S35;480;551;1040;1952321;1849476;0;3801797
53;2020-S35;14;9;23;173813;182358;09;356171
53;2020-S35;65;56;122;202720;214740;19;417460
53;2020-S35;123;177;302;163116;173196;29;336312
53;2020-S35;57;60;117;190526;187674;39;378200
53;2020-S35;33;34;67;212098;212015;49;424113
53;2020-S35;27;31;58;223699;219176;59;442875
53;2020-S35;16;22;38;227435;209274;69;436709
53;2020-S35;8;7;15;169992;140910;79;310902
53;2020-S35;8;6;14;118117;69883;89;188000
53;2020-S35;4;1;5;37370;12267;90;49637
53;2020-S35;355;403;761;1718886;1621493;0;3340379
75;2020-S35;47;45;94;293104;305291;09;598395
75;2020-S35;253;200;456;337141;357785;19;694926
75;2020-S35;587;678;1266;295024;300618;29;595642
75;2020-S35;217;278;495;347871;331233;39;679104
75;2020-S35;161;159;320;384742;372771;49;757513
75;2020-S35;137;135;272;413361;390880;59;804241
75;2020-S35;61;74;135;425623;384060;69;809683
75;2020-S35;41;31;72;325086;276298;79;601384
75;2020-S35;18;8;26;213986;139308;89;353294
75;2020-S35;4;2;6;77600;28200;90;105800
75;2020-S35;1526;1613;3145;3113538;2886444;0;5999982
76;2020-S35;38;48;88;305956;318589;09;624545
76;2020-S35;182;157;343;338942;356969;19;695911
76;2020-S35;460;509;970;316210;319570;29;635780
76;2020-S35;254;268;522;356758;337587;39;694345
76;2020-S35;222;208;430;376541;363812;49;740353
76;2020-S35;214;190;404;402608;383750;59;786358
76;2020-S35;97;105;202;394889;358997;69;753886
76;2020-S35;67;64;132;308664;263806;79;572470
76;2020-S35;43;18;61;195838;129272;89;325110
76;2020-S35;21;5;26;69372;26728;90;96100
76;2020-S35;1599;1572;3179;3065778;2859080;0;5924858
84;2020-S35;65;57;123;459549;481088;09;940637
84;2020-S35;219;238;457;487711;511905;19;999616
84;2020-S35;651;709;1360;443824;451094;29;894918
84;2020-S35;341;353;695;512522;493262;39;1005784
84;2020-S35;231;246;477;520248;515106;49;1035354
84;2020-S35;203;206;410;529611;514848;59;1044459
84;2020-S35;102;84;186;486720;439940;69;926660
84;2020-S35;58;56;114;372151;315211;79;687362
84;2020-S35;45;32;77;237198;150524;89;387722
84;2020-S35;39;12;51;81185;28680;90;109865
84;2020-S35;1954;1994;3952;4130719;3901658;0;8032377
93;2020-S35;79;119;198;268834;283093;09;551927
93;2020-S35;377;333;711;280751;296087;19;576838
93;2020-S35;988;902;1893;254404;255552;29;509956
93;2020-S35;580;593;1174;310704;288398;39;599102
93;2020-S35;451;383;836;325559;305827;49;631386
93;2020-S35;433;340;775;353104;325389;59;678493
93;2020-S35;272;227;499;336327;296459;69;632786
93;2020-S35;140;127;267;279820;229699;79;509519
93;2020-S35;88;75;163;171274;113716;89;284990
93;2020-S35;50;16;66;58896;21758;90;80654
93;2020-S35;3460;3115;6594;2639673;2415978;0;5055651
94;2020-S35;0;4;4;16311;17433;09;33744
94;2020-S35;13;9;22;16679;18132;19;34811
94;2020-S35;29;33;62;16782;16579;29;33361
94;2020-S35;22;25;47;23044;20580;39;43624
94;2020-S35;10;19;29;23065;22140;49;45205
94;2020-S35;4;15;19;24549;23421;59;47970
94;2020-S35;5;6;11;23212;21883;69;45095
94;2020-S35;3;3;6;19544;17141;79;36685
94;2020-S35;0;0;0;11227;8178;89;19405
94;2020-S35;2;0;2;3332;1447;90;4779
94;2020-S35;88;114;202;177745;166934;0;344679
01;2020-S36;8;11;19;19979;20155;09;40134
01;2020-S36;33;37;70;24994;25489;19;50483
01;2020-S36;92;76;168;17868;16690;29;34558
01;2020-S36;101;77;178;22328;14821;39;37149
01;2020-S36;84;73;157;28652;20276;49;48928
01;2020-S36;75;50;125;33264;27260;59;60524
01;2020-S36;51;50;101;27135;23978;69;51113
01;2020-S36;19;16;35;18401;14661;79;33062
01;2020-S36;13;8;21;9633;6375;89;16008
01;2020-S36;3;2;5;3410;1510;90;4920
01;2020-S36;479;400;879;205664;171215;0;376879
02;2020-S36;5;2;7;16881;17110;09;33991
02;2020-S36;11;9;20;21410;21604;19;43014
02;2020-S36;27;18;45;16017;15479;29;31496
02;2020-S36;31;22;53;19825;14455;39;34280
02;2020-S36;18;12;30;24719;18248;49;42967
02;2020-S36;22;17;39;34361;28310;59;62671
02;2020-S36;5;6;11;28061;24495;69;52556
02;2020-S36;4;3;7;18231;15278;79;33509
02;2020-S36;1;2;3;11090;7677;89;18767
02;2020-S36;1;0;1;3992;1506;90;5498
02;2020-S36;125;91;216;194587;164162;0;358749
03;2020-S36;9;6;15;31123;30920;09;62043
03;2020-S36;38;26;65;29370;29268;19;58638
03;2020-S36;26;15;41;21458;18963;29;40421
03;2020-S36;23;17;40;21276;18326;39;39602
03;2020-S36;27;15;42;18164;16593;49;34757
03;2020-S36;9;12;22;13469;13557;59;27026
03;2020-S36;5;9;14;8776;8670;69;17446
03;2020-S36;1;4;5;3777;3591;79;7368
03;2020-S36;0;0;0;1649;1072;89;2721
03;2020-S36;0;0;0;485;184;90;669
03;2020-S36;138;105;245;149547;141144;0;290691
04;2020-S36;31;30;61;60314;61377;09;121691
04;2020-S36;72;66;138;66065;68387;19;134452
04;2020-S36;70;48;118;51059;47156;29;98215
04;2020-S36;47;29;76;58788;45780;39;104568
04;2020-S36;68;38;106;61408;52207;49;113615
04;2020-S36;40;31;71;64838;60759;59;125597
04;2020-S36;30;28;58;47008;42843;69;89851
04;2020-S36;10;8;18;25509;21184;79;46693
04;2020-S36;2;6;8;13168;7647;89;20815
04;2020-S36;0;0;0;3209;1253;90;4462
04;2020-S36;370;284;654;451366;408593;0;859959
05;2020-S36;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-S36;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-S36;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-S36;0;1;1;404.225408693299;360.321910454353;39;764.547319147651
05;2020-S36;1;0;1;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-S36;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-S36;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-S36;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-S36;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-S36;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-S36;1;1;2;3061.43020057959;2935.56979942041;0;5997
06;2020-S36;0;1;1;42583;42380;09;84963
06;2020-S36;12;9;21;33369;31925;19;65294
06;2020-S36;25;25;50;21571;15080;29;36651
06;2020-S36;7;9;16;21550;16147;39;37697
06;2020-S36;6;4;10;14193;13939;49;28132
06;2020-S36;8;4;12;7171;7597;59;14768
06;2020-S36;2;4;6;3629;4117;69;7746
06;2020-S36;1;0;1;1577;1457;79;3034
06;2020-S36;0;0;0;531;474;89;1005
06;2020-S36;0;0;0;88;93;90;181
06;2020-S36;61;56;117;146262;133209;0;279471
07;2020-S36;0;0;0;485;549;09;1034
07;2020-S36;0;0;0;403;432;19;835
07;2020-S36;0;1;1;764;841;29;1605
07;2020-S36;0;0;0;824;928;39;1752
07;2020-S36;0;2;2;788;1020;49;1808
07;2020-S36;0;1;1;678;870;59;1548
07;2020-S36;0;2;2;360;382;69;742
07;2020-S36;0;0;0;231;190;79;421
07;2020-S36;0;0;0;114;67;89;181
07;2020-S36;0;0;0;24;11;90;35
07;2020-S36;0;6;6;4671;5290;0;9961
08;2020-S36;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-S36;0;1;1;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-S36;1;2;3;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-S36;4;2;6;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-S36;4;4;8;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-S36;4;7;11;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-S36;5;0;5;1621.44173420671;1438.58325779464;69;3060.02499200135
08;2020-S36;1;1;2;626.575909335673;526.358467843651;79;1152.93437717932
08;2020-S36;0;0;0;205.018522985054;140.993639349697;89;346.012162334751
08;2020-S36;0;0;0;50.0325684687745;20.62259870351;90;70.6551671722846
08;2020-S36;19;17;36;18551.3174743414;16782.6825256586;0;35334
11;2020-S36;212;233;470;783071;811785;09;1594856
11;2020-S36;810;646;1482;761456;784653;19;1546109
11;2020-S36;2566;2482;5079;850145;801772;29;1651917
11;2020-S36;1460;1478;2952;914360;843488;39;1757848
11;2020-S36;912;855;1778;845609;826202;49;1671811
11;2020-S36;805;649;1461;793566;745070;59;1538636
11;2020-S36;466;409;888;628649;549192;69;1177841
11;2020-S36;163;171;337;434606;358356;79;792962
11;2020-S36;84;65;151;261425;162933;89;424358
11;2020-S36;48;13;61;89253;32619;90;121872
11;2020-S36;7531;7003;14673;6362140;5916070;0;12278210
24;2020-S36;16;26;43;139720;144686;09;284406
24;2020-S36;90;62;153;152979;161185;19;314164
24;2020-S36;153;170;323;122237;126536;29;248773
24;2020-S36;82;104;186;150359;142009;39;292368
24;2020-S36;79;73;152;161829;158758;49;320587
24;2020-S36;64;45;109;172552;168011;59;340563
24;2020-S36;37;47;84;172509;158177;69;330686
24;2020-S36;14;19;33;129428;110593;79;240021
24;2020-S36;14;10;24;87342;56882;89;144224
24;2020-S36;12;1;13;31210;12071;90;43281
24;2020-S36;561;557;1120;1320165;1238908;0;2559073
27;2020-S36;30;16;46;143373;149679;09;293052
27;2020-S36;75;73;148;160962;173003;19;333965
27;2020-S36;167;163;330;133746;142254;29;276000
27;2020-S36;77;76;153;160004;155407;39;315411
27;2020-S36;76;61;137;172333;169564;49;341897
27;2020-S36;76;77;153;189979;183788;59;373767
27;2020-S36;38;35;73;192591;178206;69;370797
27;2020-S36;18;29;47;146876;127546;79;274422
27;2020-S36;22;10;32;96896;61575;89;158471
27;2020-S36;9;3;12;33148;12109;90;45257
27;2020-S36;588;544;1132;1429908;1353131;0;2783039
28;2020-S36;18;30;49;180735;186856;09;367591
28;2020-S36;113;112;226;200125;213621;19;413746
28;2020-S36;229;219;448;168922;173007;29;341929
28;2020-S36;111;137;249;196628;188487;39;385115
28;2020-S36;95;75;170;205396;201699;49;407095
28;2020-S36;76;82;158;222002;213866;59;435868
28;2020-S36;55;48;103;224688;203758;69;428446
28;2020-S36;25;26;51;163192;135543;79;298735
28;2020-S36;28;5;33;109691;65377;89;175068
28;2020-S36;15;3;18;37222;12685;90;49907
28;2020-S36;765;737;1505;1708601;1594899;0;3303500
32;2020-S36;85;75;160;358062;373689;09;731751
32;2020-S36;500;447;954;387045;406742;19;793787
32;2020-S36;648;692;1347;342304;348587;29;690891
32;2020-S36;280;275;556;382485;369972;39;752457
32;2020-S36;250;216;467;382510;376716;49;759226
32;2020-S36;186;202;388;386937;376527;59;763464
32;2020-S36;111;88;199;371211;330938;69;702149
32;2020-S36;70;67;137;250542;201459;79;452001
32;2020-S36;36;29;65;163399;89786;89;253185
32;2020-S36;18;4;22;48384;15367;90;63751
32;2020-S36;2184;2095;4295;3072879;2889783;0;5962662
44;2020-S36;41;42;83;291525;306839;09;598364
44;2020-S36;115;114;231;320255;339504;19;659759
44;2020-S36;222;263;485;302020;314428;29;616448
44;2020-S36;133;161;294;342222;333292;39;675514
44;2020-S36;121;110;231;349727;344491;49;694218
44;2020-S36;97;90;187;381371;373239;59;754610
44;2020-S36;64;51;115;367165;335850;69;703015
44;2020-S36;30;31;61;250387;215436;79;465823
44;2020-S36;20;11;31;170825;105192;89;276017
44;2020-S36;6;1;7;51248;16731;90;67979
44;2020-S36;849;874;1725;2826745;2685002;0;5511747
52;2020-S36;44;43;92;213594;223900;09;437494
52;2020-S36;145;125;272;240818;255197;19;496015
52;2020-S36;259;268;529;197010;200630;29;397640
52;2020-S36;132;154;286;231204;224885;39;456089
52;2020-S36;99;97;198;243874;243418;49;487292
52;2020-S36;82;80;162;244100;239116;59;483216
52;2020-S36;56;67;123;241796;221345;69;463141
52;2020-S36;14;23;37;177805;149903;79;327708
52;2020-S36;14;14;29;119561;75822;89;195383
52;2020-S36;4;3;7;42559;15260;90;57819
52;2020-S36;849;874;1735;1952321;1849476;0;3801797
53;2020-S36;34;30;65;173813;182358;09;356171
53;2020-S36;117;132;251;202720;214740;19;417460
53;2020-S36;211;268;480;163116;173196;29;336312
53;2020-S36;85;98;183;190526;187674;39;378200
53;2020-S36;72;57;129;212098;212015;49;424113
53;2020-S36;65;53;118;223699;219176;59;442875
53;2020-S36;24;36;60;227435;209274;69;436709
53;2020-S36;13;12;25;169992;140910;79;310902
53;2020-S36;10;6;16;118117;69883;89;188000
53;2020-S36;5;0;5;37370;12267;90;49637
53;2020-S36;636;692;1332;1718886;1621493;0;3340379
75;2020-S36;59;73;134;293104;305291;09;598395
75;2020-S36;330;277;609;337141;357785;19;694926
75;2020-S36;715;860;1578;295024;300618;29;595642
75;2020-S36;341;396;738;347871;331233;39;679104
75;2020-S36;289;257;546;384742;372771;49;757513
75;2020-S36;253;202;455;413361;390880;59;804241
75;2020-S36;110;129;239;425623;384060;69;809683
75;2020-S36;53;52;105;325086;276298;79;601384
75;2020-S36;39;32;71;213986;139308;89;353294
75;2020-S36;19;9;28;77600;28200;90;105800
75;2020-S36;2210;2291;4509;3113538;2886444;0;5999982
76;2020-S36;82;74;163;305956;318589;09;624545
76;2020-S36;270;278;556;338942;356969;19;695911
76;2020-S36;553;649;1203;316210;319570;29;635780
76;2020-S36;364;374;739;356758;337587;39;694345
76;2020-S36;283;271;555;376541;363812;49;740353
76;2020-S36;233;230;463;402608;383750;59;786358
76;2020-S36;128;142;270;394889;358997;69;753886
76;2020-S36;71;84;155;308664;263806;79;572470
76;2020-S36;59;55;114;195838;129272;89;325110
76;2020-S36;33;14;47;69372;26728;90;96100
76;2020-S36;2082;2171;4271;3065778;2859080;0;5924858
84;2020-S36;99;116;218;459549;481088;09;940637
84;2020-S36;356;377;737;487711;511905;19;999616
84;2020-S36;845;834;1680;443824;451094;29;894918
84;2020-S36;506;482;988;512522;493262;39;1005784
84;2020-S36;400;364;764;520248;515106;49;1035354
84;2020-S36;322;284;606;529611;514848;59;1044459
84;2020-S36;165;149;314;486720;439940;69;926660
84;2020-S36;110;111;221;372151;315211;79;687362
84;2020-S36;88;55;143;237198;150524;89;387722
84;2020-S36;70;26;96;81185;28680;90;109865
84;2020-S36;2962;2798;5768;4130719;3901658;0;8032377
93;2020-S36;134;140;274;268834;283093;09;551927
93;2020-S36;434;375;814;280751;296087;19;576838
93;2020-S36;913;870;1785;254404;255552;29;509956
93;2020-S36;651;644;1296;310704;288398;39;599102
93;2020-S36;523;472;997;325559;305827;49;631386
93;2020-S36;521;428;950;353104;325389;59;678493
93;2020-S36;304;323;627;336327;296459;69;632786
93;2020-S36;161;171;332;279820;229699;79;509519
93;2020-S36;135;100;235;171274;113716;89;284990
93;2020-S36;76;33;110;58896;21758;90;80654
93;2020-S36;3854;3556;7422;2639673;2415978;0;5055651
94;2020-S36;4;4;8;16311;17433;09;33744
94;2020-S36;11;17;30;16679;18132;19;34811
94;2020-S36;36;52;88;16782;16579;29;33361
94;2020-S36;30;34;64;23044;20580;39;43624
94;2020-S36;14;24;38;23065;22140;49;45205
94;2020-S36;19;24;43;24549;23421;59;47970
94;2020-S36;14;14;28;23212;21883;69;45095
94;2020-S36;4;14;18;19544;17141;79;36685
94;2020-S36;2;0;2;11227;8178;89;19405
94;2020-S36;2;0;2;3332;1447;90;4779
94;2020-S36;136;183;321;177745;166934;0;344679
01;2020-S37;6;15;21;19979;20155;09;40134
01;2020-S37;46;37;83;24994;25489;19;50483
01;2020-S37;58;58;116;17868;16690;29;34558
01;2020-S37;96;65;161;22328;14821;39;37149
01;2020-S37;111;88;199;28652;20276;49;48928
01;2020-S37;93;90;183;33264;27260;59;60524
01;2020-S37;58;80;138;27135;23978;69;51113
01;2020-S37;24;20;44;18401;14661;79;33062
01;2020-S37;7;10;17;9633;6375;89;16008
01;2020-S37;1;1;2;3410;1510;90;4920
01;2020-S37;500;464;964;205664;171215;0;376879
02;2020-S37;4;1;5;16881;17110;09;33991
02;2020-S37;6;12;18;21410;21604;19;43014
02;2020-S37;21;14;35;16017;15479;29;31496
02;2020-S37;20;15;35;19825;14455;39;34280
02;2020-S37;13;10;23;24719;18248;49;42967
02;2020-S37;20;18;39;34361;28310;59;62671
02;2020-S37;10;9;19;28061;24495;69;52556
02;2020-S37;3;1;4;18231;15278;79;33509
02;2020-S37;3;0;3;11090;7677;89;18767
02;2020-S37;0;0;0;3992;1506;90;5498
02;2020-S37;100;80;181;194587;164162;0;358749
03;2020-S37;6;8;15;31123;30920;09;62043
03;2020-S37;11;17;31;29370;29268;19;58638
03;2020-S37;26;19;47;21458;18963;29;40421
03;2020-S37;20;14;34;21276;18326;39;39602
03;2020-S37;17;15;32;18164;16593;49;34757
03;2020-S37;10;10;20;13469;13557;59;27026
03;2020-S37;5;5;10;8776;8670;69;17446
03;2020-S37;1;1;2;3777;3591;79;7368
03;2020-S37;1;2;3;1649;1072;89;2721
03;2020-S37;0;0;0;485;184;90;669
03;2020-S37;97;91;194;149547;141144;0;290691
04;2020-S37;33;23;56;60314;61377;09;121691
04;2020-S37;67;63;130;66065;68387;19;134452
04;2020-S37;48;41;89;51059;47156;29;98215
04;2020-S37;39;27;66;58788;45780;39;104568
04;2020-S37;55;32;87;61408;52207;49;113615
04;2020-S37;50;39;89;64838;60759;59;125597
04;2020-S37;28;28;56;47008;42843;69;89851
04;2020-S37;7;8;15;25509;21184;79;46693
04;2020-S37;3;2;5;13168;7647;89;20815
04;2020-S37;1;0;1;3209;1253;90;4462
04;2020-S37;331;263;594;451366;408593;0;859959
05;2020-S37;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-S37;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-S37;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-S37;0;0;0;404.225408693299;360.321910454353;39;764.547319147651
05;2020-S37;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-S37;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-S37;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-S37;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-S37;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-S37;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-S37;0;0;0;3061.43020057959;2935.56979942041;0;5997
06;2020-S37;1;0;1;42583;42380;09;84963
06;2020-S37;9;11;20;33369;31925;19;65294
06;2020-S37;26;17;43;21571;15080;29;36651
06;2020-S37;12;7;19;21550;16147;39;37697
06;2020-S37;8;7;15;14193;13939;49;28132
06;2020-S37;9;7;16;7171;7597;59;14768
06;2020-S37;0;2;2;3629;4117;69;7746
06;2020-S37;2;0;2;1577;1457;79;3034
06;2020-S37;0;0;0;531;474;89;1005
06;2020-S37;0;0;0;88;93;90;181
06;2020-S37;67;51;118;146262;133209;0;279471
07;2020-S37;0;0;0;485;549;09;1034
07;2020-S37;0;0;0;403;432;19;835
07;2020-S37;0;0;0;764;841;29;1605
07;2020-S37;0;0;0;824;928;39;1752
07;2020-S37;1;2;3;788;1020;49;1808
07;2020-S37;0;0;0;678;870;59;1548
07;2020-S37;0;0;0;360;382;69;742
07;2020-S37;0;0;0;231;190;79;421
07;2020-S37;0;0;0;114;67;89;181
07;2020-S37;0;0;0;24;11;90;35
07;2020-S37;1;2;3;4671;5290;0;9961
08;2020-S37;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-S37;0;0;0;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-S37;3;2;5;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-S37;8;5;13;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-S37;8;2;10;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-S37;3;7;10;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-S37;6;8;14;1621.44173420671;1438.58325779464;69;3060.02499200135
08;2020-S37;3;1;4;626.575909335673;526.358467843651;79;1152.93437717932
08;2020-S37;1;1;2;205.018522985054;140.993639349697;89;346.012162334751
08;2020-S37;1;0;1;50.0325684687745;20.62259870351;90;70.6551671722846
08;2020-S37;33;26;59;18551.3174743414;16782.6825256586;0;35334
11;2020-S37;371;328;725;783071;811785;09;1594856
11;2020-S37;992;964;2012;761456;784653;19;1546109
11;2020-S37;2734;2456;5211;850145;801772;29;1651917
11;2020-S37;1668;1619;3305;914360;843488;39;1757848
11;2020-S37;1250;1111;2370;845609;826202;49;1671811
11;2020-S37;1040;881;1931;793566;745070;59;1538636
11;2020-S37;532;502;1046;628649;549192;69;1177841
11;2020-S37;204;249;456;434606;358356;79;792962
11;2020-S37;118;108;229;261425;162933;89;424358
11;2020-S37;61;30;91;89253;32619;90;121872
11;2020-S37;8971;8251;17387;6362140;5916070;0;12278210
24;2020-S37;27;33;63;139720;144686;09;284406
24;2020-S37;104;101;210;152979;161185;19;314164
24;2020-S37;155;177;332;122237;126536;29;248773
24;2020-S37;116;106;222;150359;142009;39;292368
24;2020-S37;114;97;211;161829;158758;49;320587
24;2020-S37;84;70;154;172552;168011;59;340563
24;2020-S37;46;44;90;172509;158177;69;330686
24;2020-S37;23;24;47;129428;110593;79;240021
24;2020-S37;19;15;34;87342;56882;89;144224
24;2020-S37;12;4;16;31210;12071;90;43281
24;2020-S37;700;671;1379;1320165;1238908;0;2559073
27;2020-S37;48;41;90;143373;149679;09;293052
27;2020-S37;111;109;221;160962;173003;19;333965
27;2020-S37;171;200;371;133746;142254;29;276000
27;2020-S37;118;113;231;160004;155407;39;315411
27;2020-S37;101;100;201;172333;169564;49;341897
27;2020-S37;99;88;187;189979;183788;59;373767
27;2020-S37;57;49;106;192591;178206;69;370797
27;2020-S37;40;30;70;146876;127546;79;274422
27;2020-S37;40;9;49;96896;61575;89;158471
27;2020-S37;17;8;25;33148;12109;90;45257
27;2020-S37;804;747;1553;1429908;1353131;0;2783039
28;2020-S37;49;64;115;180735;186856;09;367591
28;2020-S37;141;171;319;200125;213621;19;413746
28;2020-S37;297;265;562;168922;173007;29;341929
28;2020-S37;199;159;358;196628;188487;39;385115
28;2020-S37;184;131;317;205396;201699;49;407095
28;2020-S37;134;125;259;222002;213866;59;435868
28;2020-S37;78;91;170;224688;203758;69;428446
28;2020-S37;40;48;88;163192;135543;79;298735
28;2020-S37;24;19;43;109691;65377;89;175068
28;2020-S37;10;2;12;37222;12685;90;49907
28;2020-S37;1156;1075;2243;1708601;1594899;0;3303500
32;2020-S37;160;135;301;358062;373689;09;731751
32;2020-S37;643;576;1232;387045;406742;19;793787
32;2020-S37;963;1030;1998;342304;348587;29;690891
32;2020-S37;434;426;866;382485;369972;39;752457
32;2020-S37;444;423;874;382510;376716;49;759226
32;2020-S37;367;311;681;386937;376527;59;763464
32;2020-S37;185;181;368;371211;330938;69;702149
32;2020-S37;114;91;205;250542;201459;79;452001
32;2020-S37;53;37;90;163399;89786;89;253185
32;2020-S37;34;11;45;48384;15367;90;63751
32;2020-S37;3399;3222;6663;3072879;2889783;0;5962662
44;2020-S37;59;73;133;291525;306839;09;598364
44;2020-S37;246;206;453;320255;339504;19;659759
44;2020-S37;309;342;653;302020;314428;29;616448
44;2020-S37;190;162;352;342222;333292;39;675514
44;2020-S37;149;110;259;349727;344491;49;694218
44;2020-S37;132;105;238;381371;373239;59;754610
44;2020-S37;80;72;152;367165;335850;69;703015
44;2020-S37;51;58;109;250387;215436;79;465823
44;2020-S37;29;29;58;170825;105192;89;276017
44;2020-S37;19;5;24;51248;16731;90;67979
44;2020-S37;1265;1163;2433;2826745;2685002;0;5511747
52;2020-S37;68;52;129;213594;223900;09;437494
52;2020-S37;192;188;385;240818;255197;19;496015
52;2020-S37;263;281;544;197010;200630;29;397640
52;2020-S37;144;126;270;231204;224885;39;456089
52;2020-S37;149;108;257;243874;243418;49;487292
52;2020-S37;101;88;189;244100;239116;59;483216
52;2020-S37;56;63;119;241796;221345;69;463141
52;2020-S37;38;29;67;177805;149903;79;327708
52;2020-S37;21;19;40;119561;75822;89;195383
52;2020-S37;7;7;14;42559;15260;90;57819
52;2020-S37;1040;961;2015;1952321;1849476;0;3801797
53;2020-S37;33;44;78;173813;182358;09;356171
53;2020-S37;176;165;343;202720;214740;19;417460
53;2020-S37;240;277;518;163116;173196;29;336312
53;2020-S37;119;97;216;190526;187674;39;378200
53;2020-S37;85;91;176;212098;212015;49;424113
53;2020-S37;67;75;142;223699;219176;59;442875
53;2020-S37;49;39;88;227435;209274;69;436709
53;2020-S37;21;17;38;169992;140910;79;310902
53;2020-S37;25;27;52;118117;69883;89;188000
53;2020-S37;17;7;24;37370;12267;90;49637
53;2020-S37;832;839;1675;1718886;1621493;0;3340379
75;2020-S37;109;106;217;293104;305291;09;598395
75;2020-S37;288;322;614;337141;357785;19;694926
75;2020-S37;591;657;1249;295024;300618;29;595642
75;2020-S37;342;356;699;347871;331233;39;679104
75;2020-S37;309;271;580;384742;372771;49;757513
75;2020-S37;300;241;542;413361;390880;59;804241
75;2020-S37;140;147;288;425623;384060;69;809683
75;2020-S37;82;93;175;325086;276298;79;601384
75;2020-S37;74;42;117;213986;139308;89;353294
75;2020-S37;65;21;86;77600;28200;90;105800
75;2020-S37;2300;2257;4568;3113538;2886444;0;5999982
76;2020-S37;103;120;228;305956;318589;09;624545
76;2020-S37;429;492;930;338942;356969;19;695911
76;2020-S37;723;779;1508;316210;319570;29;635780
76;2020-S37;411;348;759;356758;337587;39;694345
76;2020-S37;390;302;693;376541;363812;49;740353
76;2020-S37;347;302;650;402608;383750;59;786358
76;2020-S37;150;168;318;394889;358997;69;753886
76;2020-S37;123;116;239;308664;263806;79;572470
76;2020-S37;120;72;192;195838;129272;89;325110
76;2020-S37;111;23;134;69372;26728;90;96100
76;2020-S37;2912;2724;5658;3065778;2859080;0;5924858
84;2020-S37;206;199;409;459549;481088;09;940637
84;2020-S37;481;512;1000;487711;511905;19;999616
84;2020-S37;1000;1140;2144;443824;451094;29;894918
84;2020-S37;595;538;1133;512522;493262;39;1005784
84;2020-S37;490;476;967;520248;515106;49;1035354
84;2020-S37;478;443;921;529611;514848;59;1044459
84;2020-S37;228;250;478;486720;439940;69;926660
84;2020-S37;148;134;282;372151;315211;79;687362
84;2020-S37;140;92;232;237198;150524;89;387722
84;2020-S37;120;36;156;81185;28680;90;109865
84;2020-S37;3887;3820;7724;4130719;3901658;0;8032377
93;2020-S37;172;197;378;268834;283093;09;551927
93;2020-S37;434;494;930;280751;296087;19;576838
93;2020-S37;929;744;1675;254404;255552;29;509956
93;2020-S37;703;546;1250;310704;288398;39;599102
93;2020-S37;633;493;1126;325559;305827;49;631386
93;2020-S37;592;515;1107;353104;325389;59;678493
93;2020-S37;384;318;703;336327;296459;69;632786
93;2020-S37;230;208;438;279820;229699;79;509519
93;2020-S37;145;112;257;171274;113716;89;284990
93;2020-S37;119;34;153;58896;21758;90;80654
93;2020-S37;4342;3662;8019;2639673;2415978;0;5055651
94;2020-S37;3;8;11;16311;17433;09;33744
94;2020-S37;16;19;35;16679;18132;19;34811
